"./data/tempData/16832.c 7,5,143 25,5,143 143,6,55 241,5,143 16,5,143 143,6,15 7,5,5 55,17,143 593,161,55 593,162,143 143,7,15 593,162,143 593,161,15 16,17,143 593,161,16 593,162,143 241,17,143 16,17,143 560,161,16 560,162,143 241,459,560 143,460,560 143,2172,16 143,7,25 143,7,55 15,17,143 3383,162,143 3383,161,55 143,165,15 55,166,15 55,163,143 143,460,3383 25,459,3383 25,3097,143 25,17,143 14,7,585 25,862,14 143,861,14 143,500,585 25,17,143 16,17,143 143,7,241 1444,161,25 1444,162,143 25,166,16 143,165,16 143,164,143 16,163,143 143,164,143 143,165,241 143,7,55 1344,162,143 1344,161,55 143,168,1344 241,169,1344 241,243,143 143,7,25 14,7,585 143,873,14 25,872,14 25,886,585 55,17,143 1344,161,55 1344,162,143 14,3130,1344 585,3705,1344 585,60434,55 14,23683,1444 585,12497,1444 585,51491,25 143,41258,143 55,48635,143 55,41256,25 7,62,25 143,61,25 143,60,143 25,59,143 143,60,143 143,61,55 143,61,241 55,62,241 55,59,143 241,62,16 143,61,16 143,60,143 16,59,143 143,60,143 143,61,15 143,61,7 15,62,7 15,59,5 7,63,593 5,64,593 5,1573,55 55,169,593 143,168,593 143,241,143 143,168,593 15,169,593 15,170,16 16,2955,241 143,2958,241 143,2953,143 16,6267,143 143,6266,143 143,6912,25 15,23680,25 143,78159,25 143,23678,143 21,2,6 21,78,7 6,79,7 6,80,143"
"./data/tempData/13594.c 5,6,7 5,6,97 5,7,97 10,8,27 10,9,5 27,10,5 27,11,97 7,17,5 7,16,12 5,15,12 5,7,7 97,17,5 5,96,97 7,95,97 7,151,5 7,17,5 5,6,16 65,6,445 9,5,5 66,5,65 65,6,15 65,6,228 91,5,5 5,7,9 10,8,27 10,9,5 27,10,5 27,11,9 65,7,228 65,15,12 228,16,12 5,7,91 5,15,12 91,16,12 5,7,91 9,17,5 5,96,9 91,95,9 91,151,5 91,17,5 65,7,66 91,17,5 65,25,91 66,22,91 66,21,5 10,8,281 10,40,65 281,41,65 281,42,66 228,17,65 66,17,65 91,17,5 66,22,91 65,25,91 65,20,5 228,24382,66 65,20039,66 65,20038,65 91,26214,228 5,26213,228 5,26310,65 91,203,5 12,100,5 12,99,91 9,101,91 5,102,91 5,103,5 91,53,10 5,52,10 5,104,281 15,17,65 228,17,65 9,17,5 228,838,9 65,844,9 65,836,5 15,1533,228 65,1535,228 65,1531,65 65,7,228 65,15,12 228,16,12 5,7,16 5,15,12 16,16,12 5,7,16 5,7,9 5,97,5 16,151,5 16,95,9 5,7,16 66,17,65 5,7,16 66,21,5 65,20,5 65,25,16 66,17,65 16,17,5 66,22,16 65,25,16 65,20,5 65,7,15 16,1081,65 5,1082,65 5,1083,15 65,7,66 16,17,5 65,25,16 66,22,16 66,21,5 65,7,15 16,1081,65 5,1082,65 5,1083,15 65,51597,65 15,51596,65 15,51599,66 5,90399,66 16,90400,66 16,90401,65 65,7,228 66,17,65 16,17,5 66,22,16 65,25,16 65,20,5 65,20039,66 228,24382,66 228,20037,65 65,170707,65 15,170933,65 15,153956,228 16,203,5 12,100,5 12,99,16 5,103,5 9,152,5 9,101,16 5,83,66 16,37,66 16,36,65 445,17,65 65,7,228 9,17,5 65,844,9 228,838,9 228,837,5 1732,3528,65 1732,3523,228 9,114252,1306 5,122712,1306 445,459,1732 65,460,1732 65,77974,65 445,17,65 71,8,281 71,161,445 281,565,445 281,564,65 5,60,65 16,59,65 16,62,445 65,61,9 445,62,9 445,59,5 9,62,66 5,61,66 5,60,65 66,59,65 65,60,65 65,61,15 65,60,65 15,59,65 15,62,228 65,61,91 228,62,91 228,59,5 91,63,10 5,64,10 5,65,27 5,654,65 9,653,65 9,663,228 228,631,5 12,77,5 12,76,91 91,26258,15 5,26686,15 5,26256,65 9,3759,65 5,3758,65 5,4571,228 228,631,5 12,77,5 12,76,16 16,26258,445 5,26686,445 5,26256,65 5,170645,71 1306,85156,71"
"./data/tempData/9105.c 577,369,56 577,370,558 56,370,558 5,6,7 9,5,5 5,6,8 214,5,5 5,6,949 577,5,5 5,6,22 234,5,591 949,17,5 9,17,5 10,8,27 10,93,9 27,11,9 27,10,5 7,17,5 7,16,12 5,15,12 7,17,5 5,7,9 7,151,5 5,97,5 5,96,9 5,7,7 591,7,234 5,7,7 591,20,5 234,21,5 234,22,7 56,17,14 5,3450,56 7,3449,56 7,3452,14 591,7,234 5,7,7 591,20,5 234,21,5 234,22,7 14,7,577 5,3451,14 7,3452,14 7,3449,577 10,8,565 10,4026,591 565,3455,591 565,3454,234 56,4027,591 14,4028,591 14,4029,234 5,105,7 12,99,7 12,100,5 5,103,5 9,152,5 9,101,7 5,52,10 7,53,10 7,54,565 7,17,5 7,16,12 5,15,12 7,17,5 5,7,9 7,151,5 5,97,5 5,96,9 7,17,5 22,17,5 22,16,12 5,15,12 22,17,5 22,401,573 5,400,573 5,7,22 8,17,5 234,17,591 5,7,7 234,21,5 591,20,5 591,25,7 577,17,14 5,3450,577 7,3449,577 7,3452,14 22,17,5 577,3970,22 14,3971,22 14,3972,5 22,1420,15 5,1205,15 8,4802,234 5,5507,234 5,4800,591 5,7,949 5,7,8 5,20,5 949,21,5 949,22,8 5,4744,5 15,4401,5 15,4400,949 5,105,22 12,99,22 12,100,5 5,103,5 573,408,5 573,409,22 5,989,8 22,523,8 22,522,5 5,105,7 12,99,7 12,100,5 5,102,7 9,101,7 9,152,5 7,148,22 5,149,22 5,150,5 5,7,214 5,7,949 5,291,12 949,292,12 5,174,5 214,125,5 214,124,949 5,7,577 5,15,15 577,16,15 7,17,5 7,16,20 5,15,20 7,17,5 7,401,573 5,400,573 7,17,5 5,7,949 5,7,7 5,20,5 949,21,5 949,22,7 5,7,214 5,2233,5 7,2232,5 7,2798,214 5,7,214 949,17,5 5,7,7 949,21,5 5,20,5 5,25,7 5,123,949 214,124,949 214,125,5 577,17,5 7,17,5 7,115,15 5,116,15 577,304,7 5,305,7 5,306,5 5,1697,577 7,1696,577 7,2244,5 5,4140,5 214,4223,5 214,4138,214 5,105,7 20,99,7 20,100,5 5,102,7 573,409,7 573,408,5 7,143,5 5,142,5 5,286,949 577,17,5 214,17,5 71,8,570 71,161,577 570,565,577 570,564,5 577,166,214 5,165,214 5,164,5 5,7,7 5,15,12 7,16,12 5,7,7 9,17,5 5,96,9 7,95,9 7,151,5 7,17,5 22,17,5 22,16,12 5,15,12 5,7,22"
"./data/tempData/38248.c 5,6,16 15,5,5 5,6,7 22,5,5 16,5,5 5,6,15 97,5,5 5,6,15 14,7,59 14,291,67 59,292,67 59,410,67 67,399,67 33,17,14 15,17,5 5,7,16 15,193,5 5,526,5 5,191,16 33,270,15 14,196,15 14,195,5 22,17,5 22,16,12 5,15,12 22,17,5 15,17,5 22,95,15 5,96,15 5,97,5 5,7,22 5,7,97 5,15,12 97,16,12 5,7,97 5,7,16 5,97,5 97,151,5 97,95,16 97,17,5 64,5,92 14,7,33 92,7,64 14,526,92 33,193,92 33,192,64 59,17,14 5,7,22 59,21,5 14,20,5 14,25,22 5,7,97 5,402,5 22,403,5 22,404,97 92,7,64 5,312,92 97,514,92 97,310,64 64,535,14 92,206,14 92,205,33 92,9181,59 64,6667,59 64,6666,14 97,203,5 12,100,5 12,99,97 5,102,97 16,101,97 16,152,5 97,579,64 5,290,64 5,289,92 5,105,22 12,99,22 12,100,5 15,152,5 5,103,5 5,102,22 5,150,5 22,424,5 22,148,97 14,7,52 14,291,67 52,292,67 52,410,67 67,399,67 33,17,14 15,17,5 5,7,16 15,193,5 5,526,5 5,191,16 33,270,15 14,196,15 14,195,5 22,17,5 22,16,12 5,15,12 5,7,22 15,17,5 5,96,15 22,95,15 22,151,5 5,7,22 5,7,97 5,15,12 97,16,12 97,17,5 5,7,16 97,151,5 5,97,5 5,96,16 5,7,97 92,6,64 33,17,14 64,17,92 33,192,64 14,191,64 14,526,92 52,17,14 22,17,5 52,22,22 14,25,22 14,20,5 97,17,5 22,404,97 5,543,97 5,402,5 64,17,92 97,310,64 5,311,64 5,312,92 92,205,33 64,204,33 64,535,14 64,6667,52 92,9181,52 92,6665,14 97,98,97 12,99,97 12,100,5 5,103,5 16,152,5 16,101,97 5,289,92 97,288,92 97,579,64 5,138,5 12,100,5 12,99,22 15,152,5 5,103,5 5,102,22 5,150,5 22,424,5 22,148,97 5,7,22 5,15,12 22,16,12 22,17,5 5,7,15 22,151,5 5,97,5 5,96,15 5,7,22 97,17,5 97,16,12 5,15,12 5,7,97 5,7,16 5,97,5 97,151,5 97,95,16 5,7,97 5,7,15 5,15,12 15,16,12 5,7,7 5,15,12 7,16,12 5,7,7 16,17,5 5,96,16 7,95,16 7,151,5 5,7,7 5,7,15 15,17,5 14,7,59 22,17,5 14,25,22 59,22,22 59,21,5 7,17,5 22,404,7 5,543,7 5,402,5 14,7,52"
"./data/tempData/26701.c 14,7,8 14,7,9 17,17,14 17,292,620 14,291,620 14,398,620 620,399,620 7,17,14 22,17,14 14,7,97 451,17,14 14,7,325 14,15,12 325,16,12 451,5715,14 14,5249,14 14,5248,325 14,1416,451 97,1472,451 97,1414,14 22,1414,14 14,1415,14 14,1416,97 7,1472,22 14,1416,22 14,1415,14 620,1410,7 620,1406,7 620,1405,14 14,1501,17 9,1413,17 9,1412,14 14,1415,14 8,1414,14 8,1472,9 8,17,14 14,7,9 10,8,11 10,93,8 11,11,8 11,10,14 8,13,14 14,12,14 14,94,9 7,17,14 7,16,12 14,15,12 7,17,14 8,17,14 7,95,8 14,96,8 14,97,14 7,17,14 14,7,22 14,15,12 22,16,12 22,17,14 9,17,14 22,95,9 14,96,9 14,97,14 22,17,14 17,17,14 7,17,14 17,22,7 14,25,7 14,20,14 14,7,22 7,403,14 14,402,14 14,543,22 10,8,27 10,405,17 27,406,17 27,407,14 22,98,22 12,99,22 12,100,14 9,101,22 14,102,22 14,103,14 22,53,10 14,52,10 14,104,27 14,105,7 12,99,7 12,100,14 8,101,7 14,102,7 14,103,14 7,424,14 14,150,14 14,149,22 14,7,7 14,15,12 7,16,12 7,17,14 8,17,14 7,95,8 14,96,8 14,97,14 7,17,14 14,7,22 14,15,12 22,16,12 22,17,14 9,17,14 22,95,9 14,96,9 14,97,14 14,7,22 14,7,97 14,15,12 97,16,12 14,7,97 14,7,9 14,97,14 97,151,14 97,95,9 97,17,14 17,17,14 14,7,7 17,21,14 14,20,14 14,25,7 22,17,14 14,543,22 7,404,22 7,403,14 17,17,14 14,7,7 17,21,14 14,20,14 14,25,7 97,17,14 14,543,97 7,404,97 7,403,14 22,29164,17 14,29165,17 14,29166,14 97,29899,113 14,29900,113 97,203,14 12,100,14 12,99,97 14,102,97 9,101,97 9,152,14 97,106591,17 14,92218,17 14,92217,14 14,7,97 9,17,14 14,874,9 97,886,9 97,872,14 451,17,14 451,16,12 14,15,12 14,7,451 8,17,14 14,96,8 451,95,8 451,151,14 451,17,14 14,7,17 7,17,14 14,25,7 17,22,7 17,21,14 22,17,14 7,404,22 14,543,22 14,402,14 17,17,14 14,7,451 17,21,14 14,20,14 14,25,451 14,7,22 14,402,14 451,403,14 451,404,22 22,1430,17 14,1431,17 14,1432,14 14,5892,113 22,5893,113 14,138,14 12,100,14 12,99,451 8,101,451 14,102,451 14,103,14 451,1921,14 14,3342,14 14,1919,17 451,17,14 8,17,14"
"./data/tempData/6820.c 23,5,5 5,6,55 17,5,5 5,6,138 17,17,5 17,16,199 5,15,199 5,7,17 5,19,201 17,18,201 17,17,5 17,4339,199 5,4340,199 55,17,5 55,16,199 5,15,199 55,17,5 55,18,201 5,19,201 5,7,55 5,4340,199 55,4339,199 5,7,23 5,15,199 23,16,199 5,7,23 5,19,201 23,18,201 5,7,23 5,4340,199 23,4339,199 5,7,138 5,15,199 138,16,199 5,7,138 5,19,201 138,18,201 138,17,5 138,4339,199 5,4340,199 5,7,17 55,17,5 5,874,55 17,886,55 17,872,5 5,7,17 5,7,23 5,873,5 17,872,5 17,886,23 5,7,17 138,17,5 5,874,138 17,886,138 17,872,5 5,7,55 23,17,5 5,874,23 55,886,23 55,872,5 5,7,55 5,7,138 5,873,5 55,872,5 55,886,138 23,17,5 5,7,138 23,872,5 5,873,5 5,874,138 5,8783,23 138,10880,23 138,7737,5 23,9927,5 5,8607,5 5,8787,55 138,9927,5 5,8607,5 5,8787,55 5,8607,5 23,9927,5 23,8604,17 55,9927,5 5,8607,5 5,8787,17 5,21693,647 138,21692,647 5,7,17 55,17,5 5,179,55 17,178,55 17,246,5 23,17,5 138,17,5 23,178,138 5,179,138 5,180,5 55,10785,23 5,10786,23 5,10787,5 17,17,5 138,17,5 17,178,138 5,179,138 5,180,5 23,17,5 55,17,5 23,178,55 5,179,55 5,180,5 138,21287,23 5,21306,23 5,21285,5 17,17,5 23,17,5 17,178,23 5,179,23 5,180,5 55,17,5 23,8057,55 5,8479,55 5,8158,5 55,21288,17 5,21289,17 5,21290,5 138,21292,17 5,21291,17 5,21330,5 138,17,5 5,7,55 138,1000,5 5,1001,5 5,1002,55 49,17,14 5,7,138 14,7,117 5,2543,14 138,948,14 138,947,117 138,18088,5 138,18089,138 49,299,138 14,298,138 14,18091,5 49,17,14 55,17,5 14,7,117 55,948,14 5,2543,14 5,946,117 55,18089,55 55,18088,5 49,299,55 14,298,55 14,21296,55 49,17,14 5,7,17 14,7,117 5,2543,14 17,948,14 17,947,117 17,18088,5 17,18089,17 49,299,17 14,298,17 14,18091,5 49,17,14 23,17,5 117,17,14 23,947,117 5,946,117 5,2543,14 23,18089,23 23,18088,5 49,299,23 14,298,23 14,21296,23 14,21575,49 117,21576,49 117,21577,14 14,21575,49 117,21576,49 117,21577,14 14,21575,49 117,21576,49 117,21577,14 5,21453,49 55,21454,49 55,21455,14 55,22360,138 5,21736,138 5,21735,5 647,21857,5 647,21856,17 138,81,5 199,31,5 199,30,138 138,20788,138 201,21363,138 201,21364,5"
"./data/tempData/36442.c 22,5,5 5,6,31 9,5,5 229,5,5 5,6,7 15,17,14 15,292,67 14,291,67 14,398,67 67,399,67 5,7,229 5,15,12 229,16,12 5,7,9 10,8,27 10,9,5 27,10,5 27,11,9 5,7,7 5,15,12 7,16,12 7,17,5 9,17,5 7,95,9 5,96,9 5,97,5 5,7,7 15,17,14 5,7,7 15,21,5 14,20,5 14,25,7 10,8,23 10,55,15 23,42,15 23,41,14 5,7,22 5,15,12 22,16,12 22,17,5 15,17,14 5,7,7 15,21,5 14,20,5 14,25,7 560,497,15 560,596,14 22,3869,560 5,3870,560 5,4310,15 5,7,22 14,7,15 7,17,5 14,25,7 15,22,7 15,21,5 7,410,12 5,398,12 5,2096,14 5,2095,15 5,101880,1825 12,101881,1825 15,17,14 5,7,7 15,21,5 14,20,5 14,25,7 5,398,12 7,410,12 5,2095,15 5,2096,14 7,101882,1700 12,101883,1700 12,101884,5 1825,30977,5 1825,101885,15 229,17,5 229,3922,113 5,3923,113 12,101886,229 1700,70695,229 1700,70694,5 14,7,15 7,17,5 14,25,7 15,22,7 15,21,5 22,17,5 7,404,22 5,543,22 5,402,5 5,2096,14 5,2095,15 22,25992,1700 5,25993,1700 15,17,14 7,17,5 15,22,7 14,25,7 14,20,5 22,17,5 7,404,22 5,543,22 5,402,5 5,2095,15 5,2096,14 22,25995,1825 5,25994,1825 5,25996,5 1700,25997,5 1700,101887,15 15,17,14 5,7,7 15,21,5 14,20,5 14,25,7 5,7,22 5,402,5 7,403,5 7,404,22 5,2095,15 5,2096,14 5,25993,607 22,25992,607 15,17,14 5,7,7 15,21,5 14,20,5 14,25,7 22,17,5 5,543,22 7,404,22 7,403,5 5,2095,15 5,2096,14 22,25995,566 5,25994,566 22,74390,5 607,25997,5 607,101887,15 15,17,14 7,17,5 15,22,7 14,25,7 14,20,5 5,7,22 7,403,5 5,402,5 5,543,22 5,2095,15 5,2096,14 5,25993,1327 22,25992,1327 15,17,14 7,17,5 15,22,7 14,25,7 14,20,5 22,17,5 7,404,22 5,543,22 5,402,5 5,2095,15 5,2096,14 22,25995,1654 5,25994,1654 22,74390,5 1327,25997,5 1327,101887,15 14,7,15 5,7,7 14,20,5 15,21,5 15,22,7 5,7,22 5,402,5 7,403,5 7,404,22 5,2096,14 5,2095,15 5,33033,1727 22,33026,1727 5,101888,5 1654,101889,5 1654,101890,14 5,101891,5 566,101892,5 566,101893,15 5,101891,5 1825,101892,5 1825,101893,15 5,7,229 22,101894,647 1727,28803,647 1727,101895,5 647,90545,5 647,90546,229 5,101896,5 113,101897,5 22,98,22"
"./data/tempData/28494.c 5,6,7 18,6602,18 18,6602,18 18,6602,18 18,6602,18 18,6602,18 18,6602,18 18,6602,18 18,6602,18 18,6602,18 14,7,15 14,15,12 15,16,12 16,17,14 16,16,12 14,15,12 25,17,14 25,16,12 14,15,12 14,231,25 12,233,25 12,234,14 15,4386,16 12,4387,16 12,4388,14 5,7,7 5,15,12 7,16,12 7,17,5 7,18,70 5,19,70 5,7,7 5,6,15 5,6,16 5,6,25 5,7,15 5,15,12 15,16,12 16,17,5 16,16,12 5,15,12 5,7,25 5,15,12 25,16,12 321,17,14 5,7,7 321,21,5 14,20,5 14,25,7 5,398,20 7,410,20 14,7,321 7,17,5 14,25,7 321,22,7 321,21,5 7,410,12 5,398,12 7,126581,14 20,5024,14 20,5023,321 5,7,15 25,17,5 5,727,25 15,726,25 15,2022,5 5,126582,5 12,126583,5 12,103160,15 14,7,321 7,17,5 14,25,7 321,22,7 321,21,5 7,410,20 5,398,20 321,17,14 5,7,7 321,21,5 14,20,5 14,25,7 5,398,12 7,410,12 5,65658,321 20,30201,321 20,30202,14 5,7,16 7,126584,5 12,110831,5 12,102383,16 14,7,321 5,7,7 14,20,5 321,21,5 321,22,7 5,398,12 7,410,12 321,17,14 7,17,5 321,22,7 14,25,7 14,20,5 7,410,68 5,398,68 7,5022,321 12,5023,321 12,5024,14 16,17,5 5,126585,16 68,126586,16 68,126587,5 14,7,321 5,7,7 14,20,5 321,21,5 321,22,7 5,398,68 7,410,68 321,17,14 5,7,7 321,21,5 14,20,5 14,25,7 5,398,20 7,410,20 7,5022,321 68,5023,321 68,5024,14 25,17,5 7,126588,25 20,126586,25 20,126587,5 14,7,321 7,17,5 14,25,7 321,22,7 321,21,5 7,410,12 5,398,12 321,17,14 5,7,7 321,21,5 14,20,5 14,25,7 5,398,20 7,410,20 5,19917,321 12,10052,321 12,10051,14 5,7,15 5,7,16 5,251,5 15,250,5 15,578,16 7,126589,5 20,85084,5 20,85085,15 5,126590,12 16,126591,12 14,7,321 7,17,5 14,25,7 321,22,7 321,21,5 7,410,20 5,398,20 14,7,321 7,17,5 14,25,7 321,22,7 321,21,5 7,410,68 5,398,68 5,10050,14 20,10051,14 20,10052,321 16,17,5 25,17,5 16,578,25 5,252,25 5,251,5 5,126592,16 68,85085,16 68,85084,5 25,126591,12 5,126590,12 321,17,14 5,7,7 321,21,5 14,20,5 14,25,7 5,398,12 7,410,12 14,7,321 7,17,5 14,25,7 321,22,7 321,21,5 7,410,68 5,398,68"
"./data/tempData/13223.c 7,5,5 5,6,15 5,6,22 5,6,9 9,17,5 10,8,27 10,93,9 27,11,9 27,10,5 22,17,5 22,16,12 5,15,12 22,17,5 9,17,5 22,95,9 5,96,9 5,97,5 22,17,5 15,17,5 22,17,5 15,22,22 5,25,22 5,20,5 10,8,27 10,55,15 27,42,15 27,41,5 5,105,22 12,99,22 12,100,5 9,101,22 5,102,22 5,103,5 22,53,10 5,52,10 5,104,27 22,17,5 9,17,5 9,106,20 5,107,20 22,584,9 5,999,9 5,582,5 5,7,7 5,15,12 7,16,12 5,5231,5 20,7211,5 20,7210,7 5,7,22 5,5157,20 22,5156,20 5,7,22 5,7,7 9,17,5 9,106,20 5,107,20 5,109,9 7,108,9 7,114,5 5,7,15 22,17,5 5,25,22 15,22,22 15,21,5 71,8,27 71,596,5 27,499,5 27,498,15 7,17,5 22,2120,7 5,2124,7 5,2118,5 5,9386,71 20,2272,71 20,2273,27 7,17,5 9,17,5 9,106,20 5,107,20 7,2320,9 5,2321,9 5,2322,5 5,7,15 5,291,12 15,292,12 71,8,27 71,596,5 27,499,5 27,498,15 5,7,7 15,2119,5 12,11420,5 12,11419,7 5,27083,71 20,19831,71 20,19832,27 7,8562,7 5,8563,7 5,8564,5 7,46772,5 12,52759,5 12,52758,22 22,1011,5 20,14181,5 20,14180,22 5,20184,5 22,20185,5 22,20186,7 7,59,5 5,60,5 5,61,15 5,60,5 15,59,5 15,62,22 5,60,5 22,59,5 22,62,9 5,64,10 9,63,10 9,659,27 9,68,22 5,157,22 5,66,5 22,63863,22 5,63862,22 5,64581,5 5,49683,12 7,49682,12 5,2,6 5,78,7 6,79,7 6,80,5"
"./data/tempData/37213.c 5,6,22 5,6,31 8,5,5 7,5,5 97,5,5 5,6,9 5,6,7 5,6,15 5,7,15 5,7,8 9,17,5 10,8,11 10,9,5 11,10,5 11,11,8 5,94,9 8,14,9 8,13,5 7,17,5 5,7,8 7,472,5 5,473,5 5,474,8 5,7,7 9,17,5 5,466,9 7,467,9 7,468,5 5,7,7 22,17,5 22,16,68 5,15,68 5,7,22 7,17,5 7,1657,68 5,1656,68 5,36652,7 22,35694,7 22,35693,5 22,17,5 5,7,7 22,17,5 5,8254,22 7,11612,22 7,8252,5 22,8242,12 5,8243,12 97,17,5 97,16,20 5,15,20 5,7,97 5,15,12 97,16,12 97,2616,113 12,4911,113 5,98949,97 12,15884,97 12,15885,5 5,5563,5 20,17687,5 20,17688,97 5,601,5 68,31,5 68,30,22 5,79346,22 68,20762,22 68,20763,5 22,70682,5 5,79385,5 5,70680,7 5,7,97 5,692,20 97,691,20 7,17,5 7,16,12 5,15,12 31,17,5 7,17,5 31,509,7 5,474,7 5,473,5 5,7,31 5,431,12 31,432,12 7,17,5 5,7,7 5,1661,199 7,1660,199 5,7,31 5,2371,199 31,2372,199 7,76650,5 199,76434,5 199,76435,31 7,12081,5 5,12082,5 5,12083,7 5,7,31 31,17,5 31,1657,199 5,1656,199 5,1535,31 31,1533,31 31,1532,5 31,76436,5 199,47877,5 199,71271,31 31,63628,7 12,44721,7 12,44720,5 5,7,7 7,17,5 5,874,7 7,886,7 7,872,5 5,7,15 16,17,14 5,25,16 15,22,16 15,21,14 7,17,5 16,310,7 14,311,7 14,312,5 16,17,14 7,4838,16 5,1890,16 5,1889,14 7,19895,5 5,18713,5 5,15320,15 5,231,31 12,233,31 12,234,5 7,21243,5 5,16401,5 5,21244,31 5,97350,5 199,77463,5 199,77464,7 97,7588,7 20,1314,7 20,1315,5 12,32409,5 113,31166,5 113,31165,97 5,601,5 8,81,5 8,29,7 9,469,5 5,32,5 5,470,7 5,149,22 7,148,22 7,424,5 15,17,5 15,292,12 5,291,12 5,3311,12 12,8383,12 71,8,588 5,7,7 5,15,12 7,16,12 15,17,5 7,17,5 7,115,20 5,116,20 15,117,7 5,118,7 5,119,5 5,3858,12 20,3859,12 5,7,7 5,7,15 5,7,7 5,20,5 15,21,5 15,22,7 71,8,27 71,596,5 27,499,5 27,498,15 7,89,15 12,90,15 12,91,5 20,98950,5 12,50,5 12,51,7 5,153,71 7,154,71 7,155,27 15,17,5 5,7,7 15,21,5 5,20,5 5,25,7 71,8,27 71,497,15 27,498,15"
"./data/tempData/6927.c 17,5,5 23,5,5 5,6,55 5,6,138 17,17,5 17,16,20 5,15,20 17,17,5 17,18,70 5,19,70 17,17,5 5,7,55 5,15,173 55,16,173 5,7,55 5,19,70 55,18,70 5,7,55 55,17,5 5,7,17 55,872,5 5,873,5 5,874,17 5,16115,647 17,16449,647 5,7,23 5,15,20 23,16,20 23,17,5 23,18,70 5,19,70 23,17,5 23,17,5 17,17,5 23,886,17 5,874,17 5,873,5 23,17,5 55,17,5 23,886,55 5,874,55 5,873,5 17,10880,23 5,8783,23 5,10365,5 55,21322,647 5,21321,647 5,7,138 5,15,20 138,16,20 5,7,138 5,19,70 138,18,70 138,17,5 138,17,5 5,7,17 138,872,5 5,873,5 5,874,17 138,17,5 55,17,5 138,886,55 5,874,55 5,873,5 138,17,5 23,17,5 138,886,23 5,874,23 5,873,5 55,10880,138 5,8783,138 5,10365,5 5,8787,138 17,8604,138 17,9927,5 23,21317,647 5,21316,647 17,17,5 55,17,5 17,178,55 5,179,55 5,180,5 5,7,23 5,7,138 5,180,5 23,246,5 23,178,138 55,21284,5 5,10787,5 5,10786,23 17,17,5 138,17,5 17,178,138 5,179,138 5,180,5 23,17,5 55,17,5 23,178,55 5,179,55 5,180,5 138,21287,23 5,21306,23 5,21285,5 17,17,5 23,17,5 17,178,23 5,179,23 5,180,5 5,7,55 23,8160,5 5,8158,5 5,8479,55 55,21288,17 5,21289,17 5,21290,5 5,21291,17 138,21292,17 138,21293,5 14,7,49 138,17,5 138,1660,199 5,1661,199 117,17,14 5,7,55 5,1661,199 55,1660,199 14,7,117 17,17,5 17,1660,199 5,1661,199 14,7,117 5,7,23 5,1661,199 23,1660,199 117,17,14 23,21412,117 199,21546,117 199,21545,14 23,21415,5 23,21418,23 14,298,23 117,299,23 117,21718,5 5,21848,14 199,21849,14 199,21850,117 17,21418,17 17,21415,5 14,298,17 117,299,17 117,21593,17 55,21851,14 199,21849,14 199,21850,117 55,21415,5 55,21418,55 117,299,55 14,298,55 14,21852,5 5,21853,117 199,21850,117 199,21849,14 138,21418,138 138,21415,5 14,298,138 49,299,138 49,21593,138 5,21854,14 55,11814,14 55,11813,49 5,21855,17 647,21856,17 647,21857,5 138,81,5 20,31,5 20,30,138 138,82,138 70,34,138 70,33,5 138,8616,138 5,8615,138 5,8791,5 5,21858,5 647,19038,5 647,19039,138 23,29,23 20,30,23 20,31,5 5,470,23 70,34,23 70,33,5 23,8616,23 5,8615,23 5,8791,5 17,21859,5 647,19038,5 647,19039,23 55,81,5 173,31,5 173,30,55"
